Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"MSFT","MICROSOFT CORP","Information Technology","Equity","31,980,450,840.88","7.17","31,980,450,840.88","76,530,226.00","417.88","United States","NASDAQ","USD","1.00","USD","-"
"AAPL","APPLE INC","Information Technology","Equity","25,238,971,870.84","5.66","25,238,971,870.84","149,502,262.00","168.82","United States","NASDAQ","USD","1.00","USD","-"
"NVDA","NVIDIA CORP","Information Technology","Equity","21,854,020,673.70","4.90","21,854,020,673.70","25,439,754.00","859.05","United States","NASDAQ","USD","1.00","USD","-"
"AMZN","AMAZON COM INC","Consumer Discretionary","Equity","16,946,578,980.00","3.80","16,946,578,980.00","94,147,661.00","180.00","United States","NASDAQ","USD","1.00","USD","-"
"META","META PLATFORMS INC CLASS A","Communication","Equity","11,577,330,710.24","2.60","11,577,330,710.24","22,659,772.00","510.92","United States","NASDAQ","USD","1.00","USD","-"
"GOOGL","ALPHABET INC CLASS A","Communication","Equity","9,136,479,164.12","2.05","9,136,479,164.12","60,695,404.00","150.53","United States","NASDAQ","USD","1.00","USD","-"
"BRKB","BERKSHIRE HATHAWAY INC CLASS B","Financials","Equity","7,782,867,543.36","1.75","7,782,867,543.36","18,739,448.00","415.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GOOG","ALPHABET INC CLASS C","Communication","Equity","7,720,942,016.20","1.73","7,720,942,016.20","50,815,730.00","151.94","United States","NASDAQ","USD","1.00","USD","-"
"LLY","ELI LILLY","Health Care","Equity","6,308,421,538.80","1.41","6,308,421,538.80","8,213,235.00","768.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVGO","BROADCOM INC","Information Technology","Equity","5,971,397,475.00","1.34","5,971,397,475.00","4,532,370.00","1,317.50","United States","NASDAQ","USD","1.00","USD","-"
"JPM","JPMORGAN CHASE & CO","Financials","Equity","5,825,708,051.80","1.31","5,825,708,051.80","29,776,172.00","195.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XOM","EXXON MOBIL CORP","Energy","Equity","4,896,509,450.16","1.10","4,896,509,450.16","40,899,678.00","119.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TSLA","TESLA INC","Consumer Discretionary","Equity","4,883,055,560.53","1.10","4,883,055,560.53","28,537,523.00","171.11","United States","NASDAQ","USD","1.00","USD","-"
"V","VISA INC CLASS A","Financials","Equity","4,463,455,890.00","1.00","4,463,455,890.00","16,289,985.00","274.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNH","UNITEDHEALTH GROUP INC","Health Care","Equity","4,338,204,892.80","0.97","4,338,204,892.80","9,526,560.00","455.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MA","MASTERCARD INC CLASS A","Financials","Equity","3,991,813,263.06","0.90","3,991,813,263.06","8,497,378.00","469.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JNJ","JOHNSON & JOHNSON","Health Care","Equity","3,781,077,527.50","0.85","3,781,077,527.50","24,793,951.00","152.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PG","PROCTER & GAMBLE","Consumer Staples","Equity","3,767,372,099.70","0.84","3,767,372,099.70","24,235,266.00","155.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HD","HOME DEPOT INC","Consumer Discretionary","Equity","3,666,410,643.44","0.82","3,666,410,643.44","10,250,533.00","357.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRK","MERCK & CO INC","Health Care","Equity","3,331,880,936.02","0.75","3,331,880,936.02","26,099,647.00","127.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COST","COSTCO WHOLESALE CORP","Consumer Staples","Equity","3,221,393,234.40","0.72","3,221,393,234.40","4,570,130.00","704.88","United States","NASDAQ","USD","1.00","USD","-"
"ABBV","ABBVIE INC","Health Care","Equity","3,053,141,787.30","0.68","3,053,141,787.30","18,184,287.00","167.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRM","SALESFORCE INC","Information Technology","Equity","2,932,534,914.54","0.66","2,932,534,914.54","9,969,861.00","294.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CVX","CHEVRON CORP","Energy","Equity","2,870,623,847.71","0.64","2,870,623,847.71","17,864,359.00","160.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMD","ADVANCED MICRO DEVICES INC","Information Technology","Equity","2,759,741,367.53","0.62","2,759,741,367.53","16,641,991.00","165.83","United States","NASDAQ","USD","1.00","USD","-"
"NFLX","NETFLIX INC","Communication","Equity","2,750,878,098.68","0.62","2,750,878,098.68","4,457,462.00","617.14","United States","NASDAQ","USD","1.00","USD","-"
"WMT","WALMART INC","Consumer Staples","Equity","2,623,282,172.00","0.59","2,623,282,172.00","44,088,776.00","59.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BAC","BANK OF AMERICA CORP","Financials","Equity","2,618,081,636.04","0.59","2,618,081,636.04","70,912,287.00","36.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEP","PEPSICO INC","Consumer Staples","Equity","2,401,553,354.85","0.54","2,401,553,354.85","14,155,929.00","169.65","United States","NASDAQ","USD","1.00","USD","-"
"KO","COCA-COLA","Consumer Staples","Equity","2,376,521,150.60","0.53","2,376,521,150.60","40,076,242.00","59.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LIN","LINDE PLC","Materials","Equity","2,283,723,339.90","0.51","2,283,723,339.90","4,994,365.00","457.26","United States","NASDAQ","USD","1.00","USD","-"
"TMO","THERMO FISHER SCIENTIFIC INC","Health Care","Equity","2,270,718,529.38","0.51","2,270,718,529.38","3,979,458.00","570.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADBE","ADOBE INC","Information Technology","Equity","2,267,675,819.37","0.51","2,267,675,819.37","4,655,367.00","487.11","United States","NASDAQ","USD","1.00","USD","-"
"DIS","WALT DISNEY","Communication","Equity","2,212,131,489.66","0.50","2,212,131,489.66","18,892,574.00","117.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACN","ACCENTURE PLC CLASS A","Information Technology","Equity","2,134,053,977.51","0.48","2,134,053,977.51","6,457,633.00","330.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WFC","WELLS FARGO","Financials","Equity","2,100,932,960.88","0.47","2,100,932,960.88","37,066,566.00","56.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORCL","ORACLE CORP","Information Technology","Equity","2,039,364,227.56","0.46","2,039,364,227.56","16,421,324.00","124.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCD","MCDONALDS CORP","Consumer Discretionary","Equity","2,017,797,014.88","0.45","2,017,797,014.88","7,470,832.00","270.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSCO","CISCO SYSTEMS INC","Information Technology","Equity","2,013,505,541.31","0.45","2,013,505,541.31","41,852,121.00","48.11","United States","NASDAQ","USD","1.00","USD","-"
"ABT","ABBOTT LABORATORIES","Health Care","Equity","1,968,871,624.72","0.44","1,968,871,624.72","17,880,952.00","110.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QCOM","QUALCOMM INC","Information Technology","Equity","1,951,247,583.04","0.44","1,951,247,583.04","11,494,154.00","169.76","United States","NASDAQ","USD","1.00","USD","-"
"CAT","CATERPILLAR INC","Industrials","Equity","1,938,931,370.49","0.43","1,938,931,370.49","5,243,331.00","369.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VZ","VERIZON COMMUNICATIONS INC","Communication","Equity","1,838,185,266.90","0.41","1,838,185,266.90","43,302,362.00","42.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INTU","INTUIT INC","Information Technology","Equity","1,791,409,935.04","0.40","1,791,409,935.04","2,883,418.00","621.28","United States","NASDAQ","USD","1.00","USD","-"
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Information Technology","Equity","1,771,227,186.26","0.40","1,771,227,186.26","9,424,429.00","187.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMAT","APPLIED MATERIAL INC","Information Technology","Equity","1,742,993,520.29","0.39","1,742,993,520.29","8,569,711.00","203.39","United States","NASDAQ","USD","1.00","USD","-"
"INTC","INTEL CORPORATION CORP","Information Technology","Equity","1,730,109,914.24","0.39","1,730,109,914.24","43,546,688.00","39.73","United States","NASDAQ","USD","1.00","USD","-"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","1,677,752,214.12","0.38","1,677,752,214.12","40,811,292.00","41.11","United States","NASDAQ","USD","1.00","USD","-"
"GE","GE AEROSPACE","Industrials","Equity","1,650,151,762.41","0.37","1,650,151,762.41","11,195,819.00","147.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DHR","DANAHER CORP","Health Care","Equity","1,638,565,287.00","0.37","1,638,565,287.00","6,773,730.00","241.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOW","SERVICENOW INC","Information Technology","Equity","1,599,496,372.85","0.36","1,599,496,372.85","2,111,407.00","757.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COP","CONOCOPHILLIPS","Energy","Equity","1,598,627,754.75","0.36","1,598,627,754.75","12,133,797.00","131.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UBER","UBER TECHNOLOGIES INC","Industrials","Equity","1,587,932,996.16","0.36","1,587,932,996.16","21,195,048.00","74.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXN","TEXAS INSTRUMENT INC","Information Technology","Equity","1,578,304,347.72","0.35","1,578,304,347.72","9,365,124.00","168.53","United States","NASDAQ","USD","1.00","USD","-"
"PFE","PFIZER INC","Health Care","Equity","1,549,845,220.95","0.35","1,549,845,220.95","58,155,543.00","26.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNP","UNION PACIFIC CORP","Industrials","Equity","1,511,644,158.09","0.34","1,511,644,158.09","6,280,461.00","240.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMGN","AMGEN INC","Health Care","Equity","1,477,183,674.61","0.33","1,477,183,674.61","5,510,029.00","268.09","United States","NASDAQ","USD","1.00","USD","-"
"PM","PHILIP MORRIS INTERNATIONAL INC","Consumer Staples","Equity","1,440,659,536.20","0.32","1,440,659,536.20","15,989,562.00","90.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPGI","S&P GLOBAL INC","Financials","Equity","1,417,687,192.52","0.32","1,417,687,192.52","3,309,106.00","428.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MU","MICRON TECHNOLOGY INC","Information Technology","Equity","1,410,868,678.89","0.32","1,410,868,678.89","11,369,721.00","124.09","United States","NASDAQ","USD","1.00","USD","-"
"LOW","LOWES COMPANIES INC","Consumer Discretionary","Equity","1,409,790,114.39","0.32","1,409,790,114.39","5,923,239.00","238.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","1,375,085,902.12","0.31","1,375,085,902.12","3,628,961.00","378.92","United States","NASDAQ","USD","1.00","USD","-"
"GS","GOLDMAN SACHS GROUP INC","Financials","Equity","1,364,486,906.25","0.31","1,364,486,906.25","3,358,737.00","406.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RTX","RTX CORP","Industrials","Equity","1,357,155,166.26","0.30","1,357,155,166.26","13,665,846.00","99.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEE","NEXTERA ENERGY INC","Utilities","Equity","1,346,712,598.09","0.30","1,346,712,598.09","21,131,533.00","63.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","1,331,131,859.85","0.30","1,331,131,859.85","6,789,757.00","196.05","United States","NASDAQ","USD","1.00","USD","-"
"ETN","EATON PLC","Industrials","Equity","1,316,752,447.20","0.30","1,316,752,447.20","4,112,795.00","320.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"T","AT&T INC","Communication","Equity","1,293,896,019.22","0.29","1,293,896,019.22","73,642,346.00","17.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXP","AMERICAN EXPRESS","Financials","Equity","1,293,313,733.25","0.29","1,293,313,733.25","5,889,675.00","219.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LRCX","LAM RESEARCH CORP","Information Technology","Equity","1,284,976,472.70","0.29","1,284,976,472.70","1,350,290.00","951.63","United States","NASDAQ","USD","1.00","USD","-"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","1,266,031,699.03","0.28","1,266,031,699.03","359,471.00","3,521.93","United States","NASDAQ","USD","1.00","USD","-"
"PGR","PROGRESSIVE CORP","Financials","Equity","1,261,325,711.96","0.28","1,261,325,711.96","6,028,129.00","209.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYK","STRYKER CORP","Health Care","Equity","1,209,781,419.44","0.27","1,209,781,419.44","3,482,588.00","347.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ELV","ELEVANCE HEALTH INC","Health Care","Equity","1,206,640,918.80","0.27","1,206,640,918.80","2,420,058.00","498.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"C","CITIGROUP INC","Financials","Equity","1,193,908,482.90","0.27","1,193,908,482.90","19,601,190.00","60.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MS","MORGAN STANLEY","Financials","Equity","1,190,719,292.40","0.27","1,190,719,292.40","12,903,330.00","92.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLD","PROLOGIS REIT INC","Real Estate","Equity","1,186,610,514.65","0.27","1,186,610,514.65","9,516,485.00","124.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDT","MEDTRONIC PLC","Health Care","Equity","1,149,294,806.08","0.26","1,149,294,806.08","13,695,124.00","83.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLK","BLACKROCK INC","Financials","Equity","1,140,696,729.90","0.26","1,140,696,729.90","1,440,110.00","792.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TJX","TJX INC","Consumer Discretionary","Equity","1,123,910,627.50","0.25","1,123,910,627.50","11,737,970.00","95.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrials","Equity","1,117,422,000.00","0.25","1,117,422,000.00","7,449,480.00","150.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NKE","NIKE INC CLASS B","Consumer Discretionary","Equity","1,116,680,476.77","0.25","1,116,680,476.77","12,537,111.00","89.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCHW","CHARLES SCHWAB CORP","Financials","Equity","1,093,654,583.75","0.25","1,093,654,583.75","15,328,025.00","71.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DE","DEERE","Industrials","Equity","1,091,838,079.64","0.24","1,091,838,079.64","2,681,924.00","407.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CI","CIGNA","Health Care","Equity","1,085,647,058.30","0.24","1,085,647,058.30","3,012,590.00","360.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BA","BOEING","Industrials","Equity","1,082,671,118.75","0.24","1,082,671,118.75","5,906,875.00","183.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BMY","BRISTOL MYERS SQUIBB","Health Care","Equity","1,077,189,800.00","0.24","1,077,189,800.00","20,957,000.00","51.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","1,072,234,055.79","0.24","1,072,234,055.79","2,653,979.00","404.01","United States","NASDAQ","USD","1.00","USD","-"
"CB","CHUBB LTD","Financials","Equity","1,052,801,209.79","0.24","1,052,801,209.79","4,173,973.00","252.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BSX","BOSTON SCIENTIFIC CORP","Health Care","Equity","1,022,255,969.75","0.23","1,022,255,969.75","15,088,649.00","67.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","1,021,799,491.21","0.23","1,021,799,491.21","4,231,229.00","241.49","United States","NASDAQ","USD","1.00","USD","-"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","1,021,753,380.18","0.23","1,021,753,380.18","11,661,189.00","87.62","United States","NASDAQ","USD","1.00","USD","-"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","1,019,619,250.02","0.23","1,019,619,250.02","1,088,151.00","937.02","United States","NASDAQ","USD","1.00","USD","-"
"MMC","MARSH & MCLENNAN INC","Financials","Equity","1,017,290,186.00","0.23","1,017,290,186.00","5,067,448.00","200.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LMT","LOCKHEED MARTIN CORP","Industrials","Equity","1,005,720,847.96","0.23","1,005,720,847.96","2,215,049.00","454.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADI","ANALOG DEVICES INC","Information Technology","Equity","980,260,625.30","0.22","980,260,625.30","5,106,854.00","191.95","United States","NASDAQ","USD","1.00","USD","-"
"CVS","CVS HEALTH CORP","Health Care","Equity","957,850,268.20","0.21","957,850,268.20","12,961,438.00","73.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FI","FISERV INC","Financials","Equity","957,579,263.20","0.21","957,579,263.20","6,181,520.00","154.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","945,962,745.48","0.21","945,962,745.48","13,868,388.00","68.21","United States","NASDAQ","USD","1.00","USD","-"
"KLAC","KLA CORP","Information Technology","Equity","937,216,098.00","0.21","937,216,098.00","1,393,112.00","672.75","United States","NASDAQ","USD","1.00","USD","-"
"BX","BLACKSTONE INC","Financials","Equity","933,601,537.48","0.21","933,601,537.48","7,408,948.00","126.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMT","AMERICAN TOWER REIT CORP","Real Estate","Equity","913,740,483.70","0.20","913,740,483.70","4,801,579.00","190.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","892,564,152.35","0.20","892,564,152.35","12,833,417.00","69.55","United States","NASDAQ","USD","1.00","USD","-"
"SNPS","SYNOPSYS INC","Information Technology","Equity","890,937,749.54","0.20","890,937,749.54","1,571,014.00","567.11","United States","NASDAQ","USD","1.00","USD","-"
"TMUS","T MOBILE US INC","Communication","Equity","869,256,232.08","0.19","869,256,232.08","5,378,728.00","161.61","United States","NASDAQ","USD","1.00","USD","-"
"PANW","PALO ALTO NETWORKS INC","Information Technology","Equity","861,270,945.60","0.19","861,270,945.60","3,247,628.00","265.20","United States","NASDAQ","USD","1.00","USD","-"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","858,805,996.80","0.19","858,805,996.80","2,802,160.00","306.48","United States","NASDAQ","USD","1.00","USD","-"
"MPC","MARATHON PETROLEUM CORP","Energy","Equity","819,630,966.25","0.18","819,630,966.25","3,790,201.00","216.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TGT","TARGET CORP","Consumer Staples","Equity","818,907,649.98","0.18","818,907,649.98","4,755,009.00","172.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","811,951,634.72","0.18","811,951,634.72","811,951,635.00","1.00","United States","-","USD","1.00","USD","-"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Equity","806,224,885.60","0.18","806,224,885.60","5,897,768.00","136.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMG","CHIPOTLE MEXICAN GRILL INC","Consumer Discretionary","Equity","806,148,739.86","0.18","806,148,739.86","282,262.00","2,856.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","805,001,201.81","0.18","805,001,201.81","6,006,127.00","134.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHW","SHERWIN WILLIAMS","Materials","Equity","800,017,374.64","0.18","800,017,374.64","2,425,324.00","329.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLB","SCHLUMBERGER NV","Energy","Equity","797,862,724.29","0.18","797,862,724.29","14,701,727.00","54.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SO","SOUTHERN","Utilities","Equity","786,857,219.70","0.18","786,857,219.70","11,232,794.00","70.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CME","CME GROUP INC CLASS A","Financials","Equity","786,786,188.43","0.18","786,786,188.43","3,707,583.00","212.21","United States","NASDAQ","USD","1.00","USD","-"
"ZTS","ZOETIS INC CLASS A","Health Care","Equity","782,664,630.40","0.18","782,664,630.40","4,728,520.00","165.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","781,754,188.41","0.18","781,754,188.41","3,774,949.00","207.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DUK","DUKE ENERGY CORP","Utilities","Equity","763,289,016.12","0.17","763,289,016.12","7,941,001.00","96.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSX","PHILLIPS","Energy","Equity","755,911,851.00","0.17","755,911,851.00","4,428,825.00","170.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQIX","EQUINIX REIT INC","Real Estate","Equity","755,278,957.68","0.17","755,278,957.68","967,017.00","781.04","United States","NASDAQ","USD","1.00","USD","-"
"MO","ALTRIA GROUP INC","Consumer Staples","Equity","754,310,802.02","0.17","754,310,802.02","18,163,034.00","41.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANET","ARISTA NETWORKS INC","Information Technology","Equity","749,476,545.70","0.17","749,476,545.70","2,595,410.00","288.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","741,177,783.00","0.17","741,177,783.00","8,480,295.00","87.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSX","CSX CORP","Industrials","Equity","735,154,441.56","0.16","735,154,441.56","20,353,113.00","36.12","United States","NASDAQ","USD","1.00","USD","-"
"PH","PARKER-HANNIFIN CORP","Industrials","Equity","734,753,775.80","0.16","734,753,775.80","1,322,332.00","555.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","733,146,565.38","0.16","733,146,565.38","2,800,621.00","261.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","726,367,009.98","0.16","726,367,009.98","14,769,561.00","49.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCK","MCKESSON CORP","Health Care","Equity","723,752,163.81","0.16","723,752,163.81","1,353,339.00","534.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","723,210,830.20","0.16","723,210,830.20","2,975,564.00","243.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","712,539,244.12","0.16","712,539,244.12","4,485,893.00","158.84","United States","NASDAQ","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","712,424,080.06","0.16","712,424,080.06","11,038,489.00","64.54","United States","NASDAQ","USD","1.00","USD","-"
"APH","AMPHENOL CORP CLASS A","Information Technology","Equity","711,112,086.10","0.16","711,112,086.10","6,178,211.00","115.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","697,211,412.39","0.16","697,211,412.39","2,343,489.00","297.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","689,700,841.20","0.15","689,700,841.20","572,670.00","1,204.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USB","US BANCORP","Financials","Equity","688,291,902.08","0.15","688,291,902.08","16,036,624.00","42.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","685,634,566.68","0.15","685,634,566.68","2,338,294.00","293.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","668,955,511.98","0.15","668,955,511.98","608,346.00","1,099.63","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","667,449,378.12","0.15","667,449,378.12","1,452,619.00","459.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","665,591,163.12","0.15","665,591,163.12","5,888,103.00","113.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","663,374,439.45","0.15","663,374,439.45","2,040,085.00","325.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","652,400,241.23","0.15","652,400,241.23","2,367,973.00","275.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","649,327,170.98","0.15","649,327,170.98","5,387,266.00","120.53","United States","NASDAQ","USD","1.00","USD","-"
"PXD","PIONEER NATURAL RESOURCE","Energy","Equity","649,279,293.76","0.15","649,279,293.76","2,406,164.00","269.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AON","AON PLC CLASS A","Financials","Equity","649,064,238.79","0.15","649,064,238.79","2,062,027.00","314.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Equity","643,137,560.88","0.14","643,137,560.88","4,099,551.00","156.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","634,902,834.53","0.14","634,902,834.53","2,654,609.00","239.17","United States","NASDAQ","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","634,780,000.55","0.14","634,780,000.55","1,621,115.00","391.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","633,346,712.49","0.14","633,346,712.49","3,506,709.00","180.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","632,428,245.55","0.14","632,428,245.55","2,540,995.00","248.89","United States","NASDAQ","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","602,326,428.64","0.14","602,326,428.64","3,289,424.00","183.11","United States","NASDAQ","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","594,790,162.23","0.13","594,790,162.23","1,709,511.00","347.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
